tipo_padrao,data_inicio,data_fim,preco_cabeca,data_cabeca,idx_inicio,idx_fim
OCO,2025-06-15 17:00:00,2025-06-17 03:00:00,2662.04,2025-06-16 20:00:00,17275,17309
OCO,2025-01-27 15:00:00,2025-01-29 08:00:00,3211.86,2025-01-28 05:00:00,13937,13978
OCO,2025-01-19 02:00:00,2025-01-20 07:00:00,3432.84,2025-01-19 18:00:00,13732,13761
OCOI,2025-01-10 16:00:00,2025-01-12 09:00:00,3228.64,2025-01-11 08:00:00,13530,13571
OCOI,2025-01-09 14:00:00,2025-01-10 16:00:00,3204.29,2025-01-09 21:00:00,13504,13530
OCOI,2024-10-15 12:00:00,2024-10-17 19:00:00,2568.79,2024-10-15 15:00:00,11439,11494
OCO,2024-07-20 18:00:00,2024-07-22 20:00:00,3540.03,2024-07-22 00:00:00,9357,9407
OCOI,2024-06-17 13:00:00,2024-06-19 15:00:00,3398.16,2024-06-18 13:00:00,8560,8610
OCO,2024-04-14 07:00:00,2024-04-16 07:00:00,3260.92,2024-04-15 10:00:00,7018,7066
OCO,2024-03-25 19:00:00,2024-03-27 02:00:00,3659.17,2024-03-26 09:00:00,6550,6581
OCO,2024-03-15 18:00:00,2024-03-17 03:00:00,3754.37,2024-03-16 01:00:00,6309,6342
OCO,2024-02-20 14:00:00,2024-02-22 00:00:00,3009.98,2024-02-21 00:00:00,5729,5763
